Point,DATE,LHS_RMS,80th_LHS_RMS,delta_LHS,RHS_RMS,80th_RHS_RMS,delta_RHS,Remarks
ADM51,2020-11-01,2.436978300254064,2.52044773,0.08346942974593574,2.8949929989910426,3.06089306,0.1659000610089576,
ADM51,2020-11-02,2.609243261612782,2.83154092,0.22229765838721827,3.1508483731381522,3.4154489519999998,0.2646005788618475,
ADM51,2020-11-03,2.6810336945038125,2.81824684,0.13721314549618757,3.0516343480191384,3.34915471,0.29752036198086174,
ADM51,2020-11-04,2.5925282999263244,2.8151559859999997,0.22262768607367533,3.126497330839103,3.3654349779999997,0.23893764716089683,
ADM51,2020-11-05,2.5723998970804205,2.786660198,0.21426030091957937,3.1177991022786262,3.3602996359999997,0.24250053372137348,
ADM51,2020-11-06,2.6435712387086223,2.85011911,0.20654787129137775,3.170513958402875,3.4246433720000002,0.25412941359712526,
ADM51,2020-11-07,2.4963851118961835,2.70636058,0.20997546810381662,3.0167857879551443,3.23812699,0.22134120204485574,
ADM51,2020-11-08,,,,,,,Number of data in LHS is 0; Number of data in RHS is 0; 
ADM51,2020-11-09,2.7721458729052673,2.93213539,0.15998951709473275,3.281614170704533,3.4849105380000003,0.2032963672954673,
ADM51,2020-11-10,2.5759231251504437,2.804414562,0.22849143684955608,3.146360152557573,3.418048522,0.271688369442427,
ADM51,2020-11-11,2.699669038528264,2.907117556,0.20744851747173643,3.244039579426753,3.471796748,0.2277571685732469,
ADM51,2020-11-12,2.64719283373165,2.877214912,0.23002207826834997,3.192413782952419,3.432009172,0.23959538904758082,
ADM51,2020-11-13,2.6196071233778366,2.840990972,0.22138384862216354,3.190617329846336,3.4486116840000003,0.25799435415366423,
ADM51,2020-11-14,2.502042184107294,2.682635548,0.18059336389270575,2.9862107990071545,3.205765154,0.21955435499284537,
ADM51,2020-11-15,2.4824265781250587,2.6168307299999998,0.13440415187494104,2.9704597538565927,3.139384988,0.16892523414340754,
ADM51,2020-11-16,2.6112464715807233,2.7827357280000005,0.17148925641927715,3.1440820602277824,3.398943994,0.2548619337722178,
ADM51,2020-11-17,2.6643392442090614,2.90924363,0.24490438579093876,3.1489812263756267,3.3970292120000005,0.2480479856243738,
ADM51,2020-11-18,2.691369221201259,2.917247724,0.2258785027987411,3.1568537054511685,3.427052926,0.2701992205488315,
ADM51,2020-11-19,2.65193624222041,2.8746222,0.2226859577795901,3.0716927175503566,3.337137602,0.2654448844496433,
ADM51,2020-11-20,2.7608498976479576,2.9885588199999997,0.2277089223520421,3.1797414906023453,3.383340216,0.20359872539765478,
ADM51,2020-11-21,2.62657130944838,2.8227066,0.19613529055162005,3.0317626594059206,3.2590741139999997,0.2273114545940791,
ADM51,2020-11-22,2.560534305803599,2.7601666000000007,0.19963229419640172,3.0190734549945977,3.1912641560000004,0.17219070100540268,
ADM51,2020-11-23,2.7254823920141593,2.967058464,0.24157607198584063,3.158538142879901,3.4059363320000005,0.2473981891200996,
ADM51,2020-11-24,2.7395008047256466,2.958128596,0.21862779127435328,3.2259962897070995,3.50534062,0.2793443302929006,
ADM51,2020-11-25,2.729439329399424,3.0108895799999997,0.2814502506005758,3.149583282876024,3.355832478,0.20624919512397577,
ADM51,2020-11-26,2.692873222355682,2.963953874,0.27108065164431805,3.144109501650653,3.384202386,0.24009288434934728,
ADM51,2020-11-27,2.6919625809103187,2.938016602,0.2460540210896811,3.170740286781559,3.422351648,0.25161136121844097,
ADM51,2020-11-28,2.419664847321087,2.59137483,0.1717099826789128,3.0665808206858016,3.2573679440000003,0.19078712331419867,
ADM51,2020-11-29,2.3888259561839655,2.5071351539999998,0.11830919781603422,2.9873608347615948,3.1342196419999997,0.14685880723840494,
ADM51,2020-11-30,2.568872646255467,2.774534846,0.2056621997445327,3.160930071134341,3.38879976,0.22786968886565884,
ADM51,2020-12-01,2.5099926526961007,2.743332388,0.23333973530389907,3.100758836544724,3.3308982359999995,0.2301393994552754,
ADM51,2020-12-02,2.485499754720947,2.7351067080000004,0.24960695327905347,3.089749535826352,3.325366308,0.23561677217364796,
ADM51,2020-12-03,2.46366441227263,2.681677056,0.21801264372736995,3.10422169589912,3.3536575360000005,0.2494358401008805,
ADM51,2020-12-04,2.4935369585228035,2.755146404,0.26160944547719645,3.085147704491361,3.375161504,0.2900137995086389,
ADM51,2020-12-05,2.4125538026340894,2.579374978,0.1668211753659108,3.0035766116511646,3.1566676620000003,0.15309105034883563,
ADM51,2020-12-06,2.4078161877262128,2.65101719,0.24320100227378738,3.0616199687881616,3.28155947,0.21993950121183836,
ADM51,2020-12-07,2.4723565309999724,2.74246917,0.2701126390000277,3.100867822264833,3.3545847920000003,0.2537169697351671,
ADM51,2020-12-08,2.4428556932258614,2.673363832,0.23050813877413878,3.109164614797948,3.2900969040000003,0.1809322892020524,
ADM51,2020-12-09,2.491658527872074,2.7469098579999995,0.25525133012792534,3.097741149852466,3.3528887259999998,0.2551475761475337,
ADM51,2020-12-10,2.4359928726850195,2.61376462,0.17777174731498047,3.006138074607214,3.227790118,0.221652043392786,
ADM51,2020-12-11,2.4729496497316203,2.6948704260000005,0.22192077626838014,3.0123735866307637,3.21345768,0.20108409336923616,
ADM51,2020-12-12,2.446581281709019,2.633015392,0.186434110290981,2.9586665499643665,3.221702482,0.26303593203563347,
ADM51,2020-12-13,2.4296640091578796,2.588410756,0.15874674684212042,2.9137568876793436,3.097702694,0.1839458063206565,
ADM51,2020-12-14,2.45598569753203,2.657235674,0.20124997646796983,3.0191123495353676,3.2354073980000004,0.21629504846463288,
ADM51,2020-12-15,2.6049987663876673,2.827091552,0.22209278561233292,3.190900688452327,3.4323858720000002,0.241485183547673,
ADM51,2020-12-16,2.4964939438203677,2.7392799859999997,0.24278604217963196,3.063201073629003,3.332816742,0.2696156683709967,
ADM51,2020-12-17,2.4723868740951813,2.751010132,0.2786232579048189,3.045753477401946,3.25999117,0.21423769259805425,
ADM51,2020-12-18,2.486741218616175,2.66743231,0.18069109138382533,3.0757204770818554,3.3218241740000005,0.24610369691814515,
ADM51,2020-12-19,2.5339006871430456,2.8177455900000004,0.28384490285695474,3.069317455836184,3.2832249140000007,0.2139074581638165,
ADM51,2020-12-20,2.448286946758126,2.58276391,0.13447696324187408,2.9886767582722653,3.14667487,0.1579981117277347,
ADM51,2020-12-21,2.5006293706532143,2.76386938,0.2632400093467857,3.0446793420210287,3.27071314,0.22603379797897105,
ADM51,2020-12-22,2.569580307182633,2.822085048,0.25250474081736707,3.0375129741492493,3.26552472,0.2280117458507509,
ADM51,2020-12-23,2.5879887230095626,2.837627602,0.24963887899043735,3.0076086551348906,3.2081299339999996,0.20052127886510895,
ADM51,2020-12-24,2.465694572700194,2.6699439020000004,0.20424932929980644,2.962213707136493,3.159731288,0.19751758086350701,
ADM51,2020-12-25,2.4571253721060695,2.614824102,0.15769872989393052,2.93250968381411,3.100519228,0.1680095441858902,
ADM51,2020-12-26,2.5039761197242827,2.640612316,0.13663619627571721,2.975195941002547,3.151064828,0.17586888699745318,
ADM51,2020-12-27,2.4786086816759036,2.60181265,0.12320396832409619,2.933892341614703,3.11971369,0.1858213483852973,
ADM51,2020-12-28,2.425951426594135,2.6837075699999997,0.2577561434058646,2.9425410181193525,3.140068534,0.19752751588064754,
ADM51,2020-12-29,2.3208128816478713,2.442854688,0.12204180635212891,2.854559024510923,3.02250428,0.16794525548907702,
ADM51,2020-12-30,,,,,,,Number of data in LHS is 0; Number of data in RHS is 0; 
ADM51,2020-12-31,,,,,,,Number of data in LHS is 0; Number of data in RHS is 0; 
ADM51,2021-01-01,,,,,,,Number of data in LHS is 0; Number of data in RHS is 0; 
ADM51,2021-01-02,,,,,,,Number of data in LHS is 0; Number of data in RHS is 0; 
ADM51,2021-01-03,,,,,,,Number of data in LHS is 0; Number of data in RHS is 0; 
ADM51,2021-01-04,,,,,,,Number of data in LHS is 0; Number of data in RHS is 0; 
ADM51,2021-01-05,,,,,,,Number of data in LHS is 0; Number of data in RHS is 0; 
ADM51,2021-01-06,,,,,,,Number of data in LHS is 0; Number of data in RHS is 0; 
ADM51,2021-01-07,2.637633398240422,2.865538976,0.22790557775957776,3.118603469857843,3.356669096,0.23806562614215698,
ADM51,2021-01-08,2.4683902484924265,2.7101116619999996,0.24172141350757315,3.0292126946890834,3.285031704,0.2558190093109167,
ADM51,2021-01-09,2.4260996104328365,2.6153162979999998,0.18921668756716326,2.9752484531266816,3.186716034,0.21146758087331818,
ADM51,2021-01-10,2.441356816814421,2.59844613,0.15708931318557928,2.9971608755634285,3.26616621,0.2690053344365717,
ADM51,2021-01-11,2.572236795719497,2.818717956,0.24648116028050282,3.1220542296598373,3.326235626,0.20418139634016264,
ADM51,2021-01-12,2.5634269132985006,2.7907403,0.22731338670149936,3.12594902751005,3.3550905259999997,0.22914149848994958,
ADM51,2021-01-13,2.6024032800693124,2.85882106,0.2564177799306875,3.112141146003357,3.380592396,0.26845124999664316,
ADM51,2021-01-14,2.603650419986692,2.836151124,0.23250070401330802,3.0698055281536125,3.27264805,0.2028425218463874,
ADM51,2021-01-15,2.6132217082073383,2.8696369180000003,0.25641520979266197,3.0810926461502266,3.2969613100000004,0.21586866384977377,
ADM51,2021-01-16,2.529927757814058,2.741454076,0.21152631818594214,2.987968834457436,3.23361616,0.24564732554256397,
ADM51,2021-01-17,2.4240453850842436,2.7057771680000005,0.28173178291575685,2.8916585864584614,3.0937617279999996,0.2021031415415382,
ADM51,2021-01-18,2.399813638391361,2.625844624,0.22603098560863888,2.971065004519994,3.159585906,0.18852090148000622,
ADM51,2021-01-19,2.5472696914151083,2.781078292,0.23380860058489183,3.043514231014865,3.2593238360000005,0.21580960498513546,
ADM51,2021-01-20,2.5558027433384587,2.8030733119999995,0.24727056866154085,2.9951548514095507,3.193436386,0.1982815345904494,
ADM51,2021-01-21,2.4347441665661957,2.622993706,0.18824953943380418,2.9019870358266724,3.0983205839999997,0.19633354817332727,
ADM51,2021-01-22,2.5729370865812244,2.8434051059999996,0.2704680194187752,2.9514368084771148,3.129410122,0.17797331352288515,
ADM51,2021-01-23,,,,,,,Number of data in LHS is 0; Number of data in RHS is 0; 
ADM51,2021-01-24,,,,,,,Number of data in LHS is 0; Number of data in RHS is 0; 
ADM51,2021-01-25,,,,,,,Number of data in LHS is 0; Number of data in RHS is 0; 
ADM51,2021-01-26,,,,,,,Number of data in LHS is 0; Number of data in RHS is 0; 
ADM51,2021-01-27,,,,,,,Number of data in LHS is 0; Number of data in RHS is 0; 
ADM51,2021-01-28,,,,,,,Number of data in LHS is 0; Number of data in RHS is 0; 
ADM51,2021-01-29,,,,,,,Number of data in LHS is 0; Number of data in RHS is 0; 
ADM51,2021-01-30,,,,,,,Number of data in LHS is 0; Number of data in RHS is 0; 
ADM51,2021-01-31,,,,,,,Number of data in LHS is 0; Number of data in RHS is 0; 
ADM51,2021-02-01,2.4687259738738465,2.737678674,0.2689527001261536,2.922257399073127,3.158580258,0.2363228589268731,
ADM51,2021-02-02,2.466413301183274,2.732957224,0.2665439228167261,2.8537146915597313,3.0694808499999997,0.21576615844026836,
ADM51,2021-02-03,2.3917066222461405,2.611914014,0.2202073917538594,2.8855862826682364,3.072137926,0.18655164333176355,
ADM51,2021-02-04,2.5020256908415504,2.730536126,0.2285104351584497,2.9343799782067284,3.1664905080000003,0.23211052979327196,
ADM51,2021-02-05,2.524140587891714,2.800391724,0.2762511361082858,2.981048256164429,3.2530578620000004,0.2720096058355712,
ADM51,2021-02-06,2.5099479134497154,2.814038848,0.3040909345502847,2.911632666647884,3.102172708,0.19054004135211589,
ADM51,2021-02-07,2.4363977759978743,2.594411944,0.15801416800212564,2.8709430933918987,3.048211768,0.17726867460810114,
ADM51,2021-02-08,2.4783076550506475,2.7222724400000002,0.2439647849493527,2.9116594714655912,3.11610732,0.20444784853440856,
ADM51,2021-02-09,2.47881941764107,2.7404522919999996,0.2616328743589298,2.8942706720896747,3.0530015959999997,0.15873092391032495,
ADM51,2021-02-10,2.5377142160051958,2.841913126,0.30419890999480437,2.9442910451851416,3.14432249,0.20003144481485835,
ADM51,2021-02-11,2.562464001344252,2.887509536,0.3250455346557479,2.96196322756701,3.1736435899999997,0.2116803624329897,
ADM51,2021-02-12,2.4614591614401506,2.5641428500000005,0.10268368855984988,2.903318270670754,3.101424602,0.19810633132924593,
ADM51,2021-02-13,2.4559016188733818,2.6535214860000007,0.19761986712661894,2.862650655101156,3.038106968,0.17545631289884422,
ADM51,2021-02-14,2.510678850010389,2.743952750000001,0.2332738999896118,2.874047768459692,3.055298134,0.18125036554030816,
ADM51,2021-02-15,2.4243954666478738,2.5335020560000006,0.1091065893521268,2.8597406746145984,3.01438389,0.1546432153854016,
ADM51,2021-02-16,2.4951116480804028,2.764663172,0.26955152391959736,2.947186301568824,3.125312856,0.17812655443117587,
ADM51,2021-02-17,2.5024720970238836,2.722436524,0.2199644269761163,2.993396292430844,3.2216153619999996,0.2282190695691555,
ADM51,2021-02-18,2.6135101601126003,2.9133397080000005,0.29982954788740024,3.009526109233416,3.229495476,0.21996936676658407,
ADM51,2021-02-19,2.6037475530914334,2.87662091,0.27287335690856684,3.0291140077244396,3.256130172,0.2270161642755606,
ADM51,2021-02-20,2.5282331487468097,2.7173168199999997,0.18908367125319003,2.8619993608087237,3.075666524,0.2136671631912761,
ADM51,2021-02-21,2.5246707028292614,2.6827310540000004,0.15806035117073902,2.889383061958058,3.080374098,0.19099103604194223,
ADM51,2021-02-22,2.6320687376976126,2.909521198,0.27745246030238757,2.9749346828152996,3.159980772,0.18504608918470034,
ADM51,2021-02-23,2.688385751473113,2.948521136,0.2601353845268872,3.054092403607159,3.313148692,0.2590562883928409,
ADM51,2021-02-24,2.6062583548607416,2.911191562,0.3049332071392583,2.9552179745458216,3.155303188,0.2000852134541784,
ADM51,2021-02-25,2.6591460801610785,2.9330118659999997,0.2738657858389213,2.986707417103031,3.1993541199999997,0.21264670289696896,
ADM51,2021-02-26,2.5766211622778017,2.8569802280000003,0.2803590657221986,2.81835934797587,2.9922806719999997,0.17392132402412974,
ADM51,2021-02-27,2.5211028955647454,2.749740746,0.22863785043525464,2.8378875681285,3.022019578,0.18413200987150002,
ADM51,2021-02-28,2.4391997531713248,2.566849136,0.12764938282867533,2.7830493305194968,2.941429762,0.15838043148050307,
ADM51,2021-03-01,2.6832822096652875,2.952453324,0.2691711143347124,2.9730561546282184,3.22044911,0.24739295537178174,
ADM51,2021-03-02,2.74006874142383,2.9856554519999996,0.24558671057616976,3.0530982039926733,3.3159516820000006,0.2628534780073273,
ADM51,2021-03-03,2.6924392108575983,2.9635179020000004,0.27107869114240213,2.987403409850308,3.205717182,0.21831377214969194,
ADM51,2021-03-04,2.732571212241364,3.014864114,0.28229290175863575,2.9540359939618086,3.196937802,0.24290180803819128,
ADM51,2021-03-05,2.749302330075035,3.0551213300000004,0.3058189999249654,2.9322085477129103,3.1822188340000004,0.2500102862870901,
ADM51,2021-03-06,2.580778407093273,2.922191476,0.3414130689067272,2.8067032467796214,3.015020136,0.2083168892203786,
ADM51,2021-03-07,2.556134253565953,2.67463803,0.1185037764340473,2.779427999972866,2.90528321,0.12585521002713396,
ADM51,2021-03-08,2.795370780500728,3.065999226,0.270628445499272,3.0383727599027326,3.303512382,0.2651396220972675,
ADM51,2021-03-09,2.752382418334995,3.0208971,0.26851468166500503,3.0114230849499033,3.262586018,0.2511629330500966,
ADM51,2021-03-10,2.72771048385562,3.039277502,0.3115670181443799,3.0002644343517098,3.185090828,0.18482639364829012,
ADM51,2021-03-11,2.745320770638127,3.033057122,0.28773635136187314,2.9929182539874883,3.2381085379999996,0.2451902840125113,
ADM51,2021-03-12,2.8479195585370243,3.1583734039999998,0.3104538454629755,3.0362993778300096,3.2548613059999996,0.21856192816998998,
ADM51,2021-03-13,2.651464180726059,2.99095941,0.33949522927394105,2.847287973160591,3.05299687,0.20570889683940896,
ADM51,2021-03-14,2.5356635958908105,2.6922577860000003,0.15659419010918985,2.790686061203352,2.888596344,0.09791028279664804,
ADM51,2021-03-15,2.678058032392679,2.98347335,0.3054153176073213,2.9508406260305953,3.19781642,0.24697579396940483,
ADM51,2021-03-16,2.7067237060945217,3.005350398,0.2986266919054783,2.9218188484776584,3.182124326,0.26030547752234146,
ADM51,2021-03-17,2.793734988148112,3.097320698,0.30358570985188793,2.8813235044072103,3.127491524,0.24616801959278956,
ADM51,2021-03-18,2.8044832735563223,3.126475808,0.3219925344436776,2.9336682469730975,3.199916122,0.2662478750269024,
ADM51,2021-03-19,2.7757715271216745,3.0746083260000003,0.2988367988783258,2.892567355711634,3.1351820000000004,0.24261464428836632,
ADM51,2021-03-20,2.662217961971417,2.8839097,0.221691738028583,2.8131830305198804,3.01252556,0.19934252948011943,
ADM51,2021-03-21,2.688888089406822,3.019962788,0.33107469859317806,2.821097097679029,2.983808706,0.1627116083209712,
ADM51,2021-03-22,2.7688689079678,3.041081284,0.27221237603220017,2.951661000516733,3.181774518,0.23011351748326714,
ADM51,2021-03-23,2.7657837840954254,3.0548445720000004,0.289060787904575,2.9620339033879475,3.16596656,0.20393265661205273,
ADM51,2021-03-24,2.9968503388992316,3.2541479580000003,0.25729761910076876,3.0678298479093447,3.309074164,0.24124431609065544,
ADM51,2021-03-25,2.9285951454537558,3.237825916,0.30923077054624404,3.0016745935532367,3.265862274,0.2641876804467631,
ADM51,2021-03-26,2.669278274464073,2.961764618,0.29248634353592706,2.8910198675137306,3.145243218,0.25422335048626943,
ADM51,2021-03-27,2.5498216895787293,2.69536233,0.14554064042127068,2.7459849321931444,2.90342426,0.15743932780685554,
ADM51,2021-03-28,2.512039761633541,2.659427832,0.14738807036645918,2.7321186109219453,2.9161197660000004,0.18400115507805515,
ADM51,2021-03-29,2.731077822755317,2.996739432,0.26566160924468285,2.896322426441322,3.1244549740000003,0.2281325475586784,
ADM51,2021-03-30,2.6787858643513487,2.9733914379999997,0.29460557364865103,2.9112591911716557,3.161144826,0.24988563482834447,
ADM51,2021-03-31,2.5400818485982364,2.812893626,0.27281177740176377,2.800987173803614,2.9793004979999997,0.1783133241963859,
ADM51,2021-04-01,2.7398896416363203,3.0395712340000003,0.29968159236367997,2.93520807388646,3.1936501480000006,0.2584420741135407,
ADM51,2021-04-02,2.5291556507902424,2.735074232,0.2059185812097577,2.7301168467963737,2.9390697460000004,0.2089528992036267,
ADM51,2021-04-03,2.5140967204033324,2.7533104919999998,0.23921377159666735,2.781923761945271,3.0123704940000002,0.23044673205472943,
ADM51,2021-04-04,2.561897254677979,2.83686876,0.2749715053220214,2.7480638990133435,2.9733848600000004,0.22532096098665688,
ADM51,2021-04-05,2.5449754435392937,2.6806999640000004,0.1357245204607067,2.762259490219358,2.9671525520000004,0.2048930617806426,
ADM51,2021-04-06,2.5267142863962366,2.665934086,0.1392197996037634,2.785727110622018,2.9772872479999997,0.19156013737798183,
ADM51,2021-04-07,2.6658036001632066,2.9594302679999998,0.29362666783679314,2.8988446876218035,3.143581916,0.24473722837819656,
ADM51,2021-04-08,2.6907270843872366,2.961677696,0.27095061161276357,2.8998777971467877,3.153284696,0.2534068988532123,
ADM51,2021-04-09,2.6752059554309393,3.011716894,0.3365109385690608,2.90720282389279,3.2082088,0.30100597610721014,
ADM51,2021-04-10,2.615259547968214,2.87077379,0.25551424203178597,2.8163570793610924,3.0723161240000003,0.25595904463890795,
ADM51,2021-04-11,2.5831790638648813,2.84214258,0.2589635161351187,2.8283539002857765,3.02680373,0.19844982971422365,
ADM51,2021-04-12,2.723176463687835,3.0290349999999995,0.30585853631216464,2.8775146656036013,3.1237001920000003,0.246185526396399,
ADM51,2021-04-13,2.731854559664873,3.0242556560000002,0.29240109633512734,2.8741738645843182,3.08243332,0.20825945541568158,
ADM51,2021-04-14,2.6051830191080043,2.879966168,0.27478314889199584,2.7733620264563457,3.0010100399999997,0.22764801354365405,
ADM51,2021-04-15,2.66752162716403,2.98985786,0.32233623283597,2.8155887213729662,3.076425168,0.26083644662703387,
ADM51,2021-04-16,2.583585416687704,2.859457732,0.27587231531229595,2.7414534250871316,2.966744612,0.2252911869128682,
ADM51,2021-04-17,2.6148366126507896,2.8496202960000003,0.23478368334921074,2.633768034993422,2.8515086180000004,0.21774058300657861,
ADM51,2021-04-18,2.54599621610383,2.6368063480000004,0.09081013189617027,2.697896031347155,2.8897012679999996,0.19180523665284444,
ADM51,2021-04-19,2.7348376590924124,3.0387977619999997,0.30396010290758735,2.840064621405179,3.0711399580000003,0.2310753365948215,
ADM51,2021-04-20,2.694495756988023,3.0008370919999994,0.3063413350119766,2.8253957729495887,3.061240914,0.2358451410504112,
ADM51,2021-04-21,2.8031150007295462,3.1022521000000003,0.29913709927045407,2.88144826557698,3.1017301579999996,0.22028189242301943,
ADM51,2021-04-22,2.7550748945800723,3.063060712,0.3079858174199277,2.823011092941765,3.0789932720000004,0.2559821790582353,
ADM51,2021-04-23,2.793723195956118,3.143309784,0.349586588043882,2.8648008556548974,3.174468712,0.3096678563451025,
ADM51,2021-04-24,2.676540489966766,2.960326814,0.2837863240332341,2.7731673716052345,3.026910924,0.25374355239476554,
ADM51,2021-04-25,2.570734695420232,2.69879222,0.12805752457976816,2.706510113060103,2.92006373,0.21355361693989705,
ADM51,2021-04-26,2.902018677917367,3.157391218,0.25537254008263277,2.974888979215946,3.210628228,0.23573924878405395,
ADM51,2021-04-27,2.708504275651493,3.052249004,0.3437447283485069,2.771841339694952,2.982639314,0.2107979743050481,
ADM51,2021-04-28,2.8980890407909947,3.194022468,0.2959334272090053,2.916374130262319,3.128257468,0.2118833377376812,
ADM51,2021-04-29,2.7932596294851155,3.08682561,0.2935659805148845,2.7907065131329523,3.0829673759999996,0.29226086286704733,
ADM51,2021-04-30,2.7950147278463544,3.133861968,0.33884724015364576,2.8353060404073287,3.0762849820000007,0.24097894159267197,
ADM51,2021-05-01,2.595623917753591,2.713773296,0.1181493782464087,2.6574723982461856,2.84439783,0.18692543175381449,
ADM51,2021-05-02,2.580790183059304,2.7624234660000004,0.18163328294069636,2.585478349687326,2.7011133220000003,0.11563497231267439,
ADM51,2021-05-03,2.7663410108423574,3.0653424759999996,0.29900146515764225,2.745218132798052,2.9695871819999997,0.22436904920194767,
ADM51,2021-05-04,2.7264679995475483,3.045839934,0.3193719344524517,2.6838531766242553,2.906839706,0.2229865293757447,
ADM51,2021-05-05,2.763323158311895,3.0248738299999998,0.26155067168810486,2.472413209245623,2.658328152,0.18591494275437714,
ADM51,2021-05-06,2.7311763048913527,2.996798754,0.2656224491086472,2.5091904257081716,2.6925207600000003,0.18333033429182866,
ADM51,2021-05-07,2.718687247509491,2.962215044,0.24352779649050893,2.523778124964725,2.724922848,0.20114472303527497,
ADM51,2021-05-08,2.63060301201973,2.903539658,0.27293664598027023,2.374293419355698,2.542990252,0.16869683264430213,
ADM51,2021-05-09,2.565303030571137,2.832856468,0.2675534374288633,2.3963586925023033,2.597502132,0.20114343949769653,
ADM51,2021-05-10,2.665709991796985,2.9060821540000004,0.24037216220301527,2.512034208141281,2.6854474039999996,0.17341319585871862,
ADM51,2021-05-11,2.6910493748518896,2.977315282,0.2862659071481106,2.5369156676494162,2.7499411599999997,0.21302549235058343,
ADM51,2021-05-12,2.5576599490785514,2.8053828700000008,0.24772292092144932,2.454745067212619,2.565968988,0.11122392078738086,
ADM51,2021-05-13,2.694833304036041,2.9758763779999997,0.2810430739639589,2.5475797644155236,2.715240048,0.1676602835844765,
ADM51,2021-05-14,2.6923086834274765,2.95644426,0.2641355765725235,2.5097205330609076,2.67551565,0.16579511693909232,
ADM51,2021-05-15,2.622963378755286,2.86294174,0.23997836124471394,2.467068311205484,2.65753198,0.19046366879451604,
ADM51,2021-05-16,2.6596560350259493,2.9595571520000004,0.2999011169740511,2.529080970344543,2.6851233960000003,0.15604242565545734,
ADM51,2021-05-17,2.7544793843814035,3.019451474,0.2649720896185963,2.583128966470508,2.801455782,0.21832681552949218,
ADM51,2021-05-18,2.759220461604953,3.011583232,0.25236277039504706,2.5948438638646367,2.814842176,0.21999831213536325,
ADM51,2021-05-19,2.5989278230875335,2.8159939300000003,0.21706610691246686,2.4860127379156594,2.631329536,0.14531679808434061,
ADM51,2021-05-20,2.9160630490032773,3.084632584,0.16856953499672267,2.6989188459583784,2.912330248,0.21341140204162157,
ADM51,2021-05-21,2.729463395896862,3.003931378,0.27446798210313794,2.5796346711896887,2.772801828,0.19316715681031127,
ADM51,2021-05-22,2.63627503345277,2.86740279,0.23112775654723006,2.5276918186601325,2.720173116,0.1924812973398673,
ADM51,2021-05-23,2.579011771950431,2.7452487000000003,0.16623692804956924,2.5080244234985107,2.692054036,0.1840296125014893,
ADM51,2021-05-24,2.773346431407829,3.038524914,0.2651784825921708,2.6367603484287754,2.85591278,0.21915243157122477,
ADM51,2021-05-25,2.7634919031070733,3.04246087,0.27896896689292694,2.6267876227799074,2.8273826640000004,0.20059504122009297,
